,Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
12874,12874,Shot Chart Detail,41600313,489,2733,Shaun Livingston,1610612744,Golden State Warriors,4,5,55,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170520,SAS,GSW
12875,12875,Shot Chart Detail,41600313,535,2733,Shaun Livingston,1610612744,Golden State Warriors,4,2,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,107,65,1,0,20170520,SAS,GSW
12876,12876,Shot Chart Detail,41600314,248,2733,Shaun Livingston,1610612744,Golden State Warriors,2,3,27,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-63,65,1,1,20170522,SAS,GSW
12877,12877,Shot Chart Detail,41600314,250,2733,Shaun Livingston,1610612744,Golden State Warriors,2,2,58,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-66,56,1,1,20170522,SAS,GSW
12962,12962,Shot Chart Detail,41600311,109,2738,Andre Iguodala,1610612744,Golden State Warriors,1,1,14,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-133,100,1,1,20170514,GSW,SAS
12963,12963,Shot Chart Detail,41600313,89,2738,Andre Iguodala,1610612744,Golden State Warriors,1,3,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-6,1,1,20170520,SAS,GSW
12964,12964,Shot Chart Detail,41600313,393,2738,Andre Iguodala,1610612744,Golden State Warriors,3,2,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,164,259,1,0,20170520,SAS,GSW
12965,12965,Shot Chart Detail,41600313,399,2738,Andre Iguodala,1610612744,Golden State Warriors,3,0,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-189,169,1,0,20170520,SAS,GSW
12966,12966,Shot Chart Detail,41600313,436,2738,Andre Iguodala,1610612744,Golden State Warriors,4,10,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-194,159,1,0,20170520,SAS,GSW
12967,12967,Shot Chart Detail,41600314,184,2738,Andre Iguodala,1610612744,Golden State Warriors,2,8,56,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,46,1,0,20170522,SAS,GSW
12968,12968,Shot Chart Detail,41600314,396,2738,Andre Iguodala,1610612744,Golden State Warriors,3,2,18,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,2,1,0,20170522,SAS,GSW
12969,12969,Shot Chart Detail,41600314,435,2738,Andre Iguodala,1610612744,Golden State Warriors,4,11,18,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,36,1,0,20170522,SAS,GSW
12970,12970,Shot Chart Detail,41600314,442,2738,Andre Iguodala,1610612744,Golden State Warriors,4,10,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,8,1,1,20170522,SAS,GSW
12971,12971,Shot Chart Detail,41600314,447,2738,Andre Iguodala,1610612744,Golden State Warriors,4,10,18,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170522,SAS,GSW
12972,12972,Shot Chart Detail,41600314,456,2738,Andre Iguodala,1610612744,Golden State Warriors,4,9,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,16,1,1,20170522,SAS,GSW
