,Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
2014,2014,Shot Chart Detail,41600311,42,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,7,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,26,1,1,20170514,GSW,SAS
2015,2015,Shot Chart Detail,41600311,46,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,6,52,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2,67,1,1,20170514,GSW,SAS
2016,2016,Shot Chart Detail,41600311,100,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,2,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,26,1,1,20170514,GSW,SAS
2017,2017,Shot Chart Detail,41600311,110,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,0,55,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-138,65,1,1,20170514,GSW,SAS
2018,2018,Shot Chart Detail,41600311,117,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,0,0,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170514,GSW,SAS
2019,2019,Shot Chart Detail,41600311,196,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,5,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-145,41,1,0,20170514,GSW,SAS
2020,2020,Shot Chart Detail,41600311,223,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,4,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-145,36,1,0,20170514,GSW,SAS
2021,2021,Shot Chart Detail,41600311,227,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,4,23,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,1,20170514,GSW,SAS
2022,2022,Shot Chart Detail,41600311,272,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,0,31,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,1,20170514,GSW,SAS
2023,2023,Shot Chart Detail,41600311,289,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,11,19,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-124,65,1,0,20170514,GSW,SAS
2024,2024,Shot Chart Detail,41600311,298,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,10,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,73,234,1,1,20170514,GSW,SAS
2025,2025,Shot Chart Detail,41600311,346,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,6,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-156,51,1,0,20170514,GSW,SAS
2026,2026,Shot Chart Detail,41600311,377,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,4,8,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-89,51,1,1,20170514,GSW,SAS
2027,2027,Shot Chart Detail,41600311,463,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,8,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,1,20170514,GSW,SAS
2028,2028,Shot Chart Detail,41600311,479,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,7,30,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-48,100,1,0,20170514,GSW,SAS
2029,2029,Shot Chart Detail,41600311,486,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,6,59,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,50,95,1,0,20170514,GSW,SAS
2030,2030,Shot Chart Detail,41600311,491,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,6,24,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,7,1,0,20170514,GSW,SAS
2031,2031,Shot Chart Detail,41600311,497,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,5,27,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-99,120,1,0,20170514,GSW,SAS
2032,2032,Shot Chart Detail,41600311,525,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,2,27,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,46,1,0,20170514,GSW,SAS
2033,2033,Shot Chart Detail,41600311,527,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,2,24,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-7,85,1,1,20170514,GSW,SAS
2034,2034,Shot Chart Detail,41600311,553,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,0,52,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,61,75,1,0,20170514,GSW,SAS
2035,2035,Shot Chart Detail,41600311,567,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,0,2,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,11,1,0,20170514,GSW,SAS
2036,2036,Shot Chart Detail,41600312,7,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,10,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-76,203,1,0,20170516,GSW,SAS
2037,2037,Shot Chart Detail,41600312,21,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,9,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-48,146,1,0,20170516,GSW,SAS
2038,2038,Shot Chart Detail,41600312,140,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,10,59,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-91,115,1,0,20170516,GSW,SAS
2039,2039,Shot Chart Detail,41600312,193,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,4,55,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-60,100,1,1,20170516,GSW,SAS
2040,2040,Shot Chart Detail,41600312,200,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,3,15,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-115,95,1,0,20170516,GSW,SAS
2041,2041,Shot Chart Detail,41600312,248,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,11,48,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,46,101,1,1,20170516,GSW,SAS
2042,2042,Shot Chart Detail,41600312,254,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,10,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-114,131,1,0,20170516,GSW,SAS
2043,2043,Shot Chart Detail,41600312,298,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,7,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,23,1,1,20170516,GSW,SAS
2044,2044,Shot Chart Detail,41600312,315,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,6,46,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,62,1,0,20170516,GSW,SAS
2045,2045,Shot Chart Detail,41600312,471,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,6,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-8,253,1,0,20170516,GSW,SAS
2046,2046,Shot Chart Detail,41600312,331,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,5,48,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-16,36,1,1,20170516,GSW,SAS
2047,2047,Shot Chart Detail,41600313,11,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,10,50,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,2,134,1,0,20170520,SAS,GSW
2048,2048,Shot Chart Detail,41600313,29,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,8,46,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,6,46,1,1,20170520,SAS,GSW
2049,2049,Shot Chart Detail,41600313,34,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,8,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-155,70,1,1,20170520,SAS,GSW
2050,2050,Shot Chart Detail,41600313,187,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,7,44,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,12,97,1,0,20170520,SAS,GSW
2051,2051,Shot Chart Detail,41600313,211,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,6,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,130,124,1,0,20170520,SAS,GSW
2052,2052,Shot Chart Detail,41600313,239,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,3,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,0,20170520,SAS,GSW
2053,2053,Shot Chart Detail,41600313,253,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,2,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-86,169,1,0,20170520,SAS,GSW
2054,2054,Shot Chart Detail,41600313,276,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,0,44,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,7,1,1,20170520,SAS,GSW
2055,2055,Shot Chart Detail,41600313,281,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-147,7,1,0,20170520,SAS,GSW
2056,2056,Shot Chart Detail,41600313,291,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,10,54,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,164,26,1,1,20170520,SAS,GSW
2057,2057,Shot Chart Detail,41600313,294,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,10,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,46,237,1,1,20170520,SAS,GSW
2058,2058,Shot Chart Detail,41600313,297,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,10,13,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170520,SAS,GSW
2059,2059,Shot Chart Detail,41600313,314,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,8,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,159,100,1,0,20170520,SAS,GSW
2060,2060,Shot Chart Detail,41600313,329,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,6,58,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,141,105,1,0,20170520,SAS,GSW
2061,2061,Shot Chart Detail,41600313,438,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,10,7,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-45,16,1,1,20170520,SAS,GSW
2062,2062,Shot Chart Detail,41600313,472,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,7,29,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,53,36,1,0,20170520,SAS,GSW
2063,2063,Shot Chart Detail,41600313,477,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,4,6,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-96,228,1,0,20170520,SAS,GSW
2064,2064,Shot Chart Detail,41600314,9,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,10,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,122,129,1,1,20170522,SAS,GSW
2065,2065,Shot Chart Detail,41600314,11,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,10,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,102,87,1,0,20170522,SAS,GSW
2066,2066,Shot Chart Detail,41600314,23,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,9,30,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,31,1,0,20170522,SAS,GSW
2067,2067,Shot Chart Detail,41600314,38,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,8,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,79,154,1,0,20170522,SAS,GSW
2068,2068,Shot Chart Detail,41600314,54,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,7,2,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,11,1,0,20170522,SAS,GSW
2069,2069,Shot Chart Detail,41600314,57,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,1,6,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,12,174,1,0,20170522,SAS,GSW
2070,2070,Shot Chart Detail,41600314,186,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,8,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,16,1,1,20170522,SAS,GSW
2071,2071,Shot Chart Detail,41600314,205,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,2,6,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,68,141,1,0,20170522,SAS,GSW
2072,2072,Shot Chart Detail,41600314,291,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,11,23,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-71,61,1,0,20170522,SAS,GSW
2073,2073,Shot Chart Detail,41600314,331,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,8,6,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,43,1,1,20170522,SAS,GSW
2074,2074,Shot Chart Detail,41600314,346,200746,LaMarcus Aldridge,1610612759,San Antonio Spurs,3,6,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,27,174,1,1,20170522,SAS,GSW
2490,2490,Shot Chart Detail,41600311,4,201142,Kevin Durant,1610612744,Golden State Warriors,1,11,26,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,114,16,1,0,20170514,GSW,SAS
2491,2491,Shot Chart Detail,41600311,24,201142,Kevin Durant,1610612744,Golden State Warriors,1,9,26,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,184,205,1,0,20170514,GSW,SAS
2492,2492,Shot Chart Detail,41600311,35,201142,Kevin Durant,1610612744,Golden State Warriors,1,8,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,16,1,1,20170514,GSW,SAS
2493,2493,Shot Chart Detail,41600311,83,201142,Kevin Durant,1610612744,Golden State Warriors,1,4,27,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,117,169,1,1,20170514,GSW,SAS
2494,2494,Shot Chart Detail,41600311,90,201142,Kevin Durant,1610612744,Golden State Warriors,1,3,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,0,20170514,GSW,SAS
2495,2495,Shot Chart Detail,41600311,168,201142,Kevin Durant,1610612744,Golden State Warriors,2,8,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,68,237,1,0,20170514,GSW,SAS
2496,2496,Shot Chart Detail,41600311,179,201142,Kevin Durant,1610612744,Golden State Warriors,2,7,36,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-158,56,1,1,20170514,GSW,SAS
2497,2497,Shot Chart Detail,41600311,191,201142,Kevin Durant,1610612744,Golden State Warriors,2,6,49,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-47,33,1,1,20170514,GSW,SAS
2498,2498,Shot Chart Detail,41600311,230,201142,Kevin Durant,1610612744,Golden State Warriors,2,4,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-124,56,1,0,20170514,GSW,SAS
2499,2499,Shot Chart Detail,41600311,299,201142,Kevin Durant,1610612744,Golden State Warriors,3,10,7,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,227,75,1,0,20170514,GSW,SAS
2500,2500,Shot Chart Detail,41600311,305,201142,Kevin Durant,1610612744,Golden State Warriors,3,9,32,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-19,33,1,0,20170514,GSW,SAS
2501,2501,Shot Chart Detail,41600311,362,201142,Kevin Durant,1610612744,Golden State Warriors,3,5,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,11,1,1,20170514,GSW,SAS
2502,2502,Shot Chart Detail,41600311,376,201142,Kevin Durant,1610612744,Golden State Warriors,3,4,27,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170514,GSW,SAS
2503,2503,Shot Chart Detail,41600311,388,201142,Kevin Durant,1610612744,Golden State Warriors,3,3,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,112,232,1,0,20170514,GSW,SAS
2504,2504,Shot Chart Detail,41600311,414,201142,Kevin Durant,1610612744,Golden State Warriors,3,1,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,132,229,1,0,20170514,GSW,SAS
2505,2505,Shot Chart Detail,41600311,478,201142,Kevin Durant,1610612744,Golden State Warriors,4,7,53,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-34,249,1,1,20170514,GSW,SAS
2506,2506,Shot Chart Detail,41600311,481,201142,Kevin Durant,1610612744,Golden State Warriors,4,7,20,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170514,GSW,SAS
2507,2507,Shot Chart Detail,41600311,494,201142,Kevin Durant,1610612744,Golden State Warriors,4,6,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,33,272,1,1,20170514,GSW,SAS
2508,2508,Shot Chart Detail,41600311,496,201142,Kevin Durant,1610612744,Golden State Warriors,4,5,41,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,40,101,1,1,20170514,GSW,SAS
2509,2509,Shot Chart Detail,41600311,508,201142,Kevin Durant,1610612744,Golden State Warriors,4,4,9,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,16,1,1,20170514,GSW,SAS
2510,2510,Shot Chart Detail,41600311,542,201142,Kevin Durant,1610612744,Golden State Warriors,4,1,52,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-212,141,1,0,20170514,GSW,SAS
2511,2511,Shot Chart Detail,41600312,6,201142,Kevin Durant,1610612744,Golden State Warriors,1,11,4,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,1,156,1,1,20170516,GSW,SAS
2512,2512,Shot Chart Detail,41600312,183,201142,Kevin Durant,1610612744,Golden State Warriors,2,6,32,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-94,31,1,1,20170516,GSW,SAS
2513,2513,Shot Chart Detail,41600312,192,201142,Kevin Durant,1610612744,Golden State Warriors,2,5,12,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,133,239,1,1,20170516,GSW,SAS
2514,2514,Shot Chart Detail,41600312,211,201142,Kevin Durant,1610612744,Golden State Warriors,2,3,5,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-65,77,1,1,20170516,GSW,SAS
2515,2515,Shot Chart Detail,41600312,213,201142,Kevin Durant,1610612744,Golden State Warriors,2,2,42,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,179,213,1,0,20170516,GSW,SAS
2516,2516,Shot Chart Detail,41600312,241,201142,Kevin Durant,1610612744,Golden State Warriors,2,0,8,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,127,156,1,1,20170516,GSW,SAS
2517,2517,Shot Chart Detail,41600312,261,201142,Kevin Durant,1610612744,Golden State Warriors,3,10,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-191,169,1,0,20170516,GSW,SAS
2518,2518,Shot Chart Detail,41600312,277,201142,Kevin Durant,1610612744,Golden State Warriors,3,9,17,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,125,43,1,0,20170516,GSW,SAS
2519,2519,Shot Chart Detail,41600312,297,201142,Kevin Durant,1610612744,Golden State Warriors,3,7,49,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,51,1,1,20170516,GSW,SAS
2520,2520,Shot Chart Detail,41600312,332,201142,Kevin Durant,1610612744,Golden State Warriors,3,5,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-22,272,1,0,20170516,GSW,SAS
2521,2521,Shot Chart Detail,41600313,13,201142,Kevin Durant,1610612744,Golden State Warriors,1,10,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-65,185,1,0,20170520,SAS,GSW
2522,2522,Shot Chart Detail,41600313,45,201142,Kevin Durant,1610612744,Golden State Warriors,1,7,13,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,-6,1,1,20170520,SAS,GSW
2523,2523,Shot Chart Detail,41600313,54,201142,Kevin Durant,1610612744,Golden State Warriors,1,5,53,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,233,70,1,0,20170520,SAS,GSW
2524,2524,Shot Chart Detail,41600313,101,201142,Kevin Durant,1610612744,Golden State Warriors,1,2,39,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-78,77,1,1,20170520,SAS,GSW
2525,2525,Shot Chart Detail,41600313,104,201142,Kevin Durant,1610612744,Golden State Warriors,1,2,8,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,148,26,1,0,20170520,SAS,GSW
2526,2526,Shot Chart Detail,41600313,119,201142,Kevin Durant,1610612744,Golden State Warriors,1,1,2,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-19,175,1,1,20170520,SAS,GSW
2527,2527,Shot Chart Detail,41600313,215,201142,Kevin Durant,1610612744,Golden State Warriors,2,5,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-6,1,0,20170520,SAS,GSW
2528,2528,Shot Chart Detail,41600313,233,201142,Kevin Durant,1610612744,Golden State Warriors,2,3,51,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,28,1,1,20170520,SAS,GSW
2529,2529,Shot Chart Detail,41600313,238,201142,Kevin Durant,1610612744,Golden State Warriors,2,3,26,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,18,1,1,20170520,SAS,GSW
2530,2530,Shot Chart Detail,41600313,255,201142,Kevin Durant,1610612744,Golden State Warriors,2,1,46,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170520,SAS,GSW
2531,2531,Shot Chart Detail,41600313,277,201142,Kevin Durant,1610612744,Golden State Warriors,2,0,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,9,249,1,0,20170520,SAS,GSW
2532,2532,Shot Chart Detail,41600313,322,201142,Kevin Durant,1610612744,Golden State Warriors,3,7,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,150,21,1,0,20170520,SAS,GSW
2533,2533,Shot Chart Detail,41600313,360,201142,Kevin Durant,1610612744,Golden State Warriors,3,4,43,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,1,20170520,SAS,GSW
2534,2534,Shot Chart Detail,41600313,369,201142,Kevin Durant,1610612744,Golden State Warriors,3,4,6,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,7,1,1,20170520,SAS,GSW
2535,2535,Shot Chart Detail,41600313,379,201142,Kevin Durant,1610612744,Golden State Warriors,3,3,32,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,31,1,1,20170520,SAS,GSW
2536,2536,Shot Chart Detail,41600313,381,201142,Kevin Durant,1610612744,Golden State Warriors,3,3,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-114,239,1,1,20170520,SAS,GSW
