,PLAYER_ID,SHOT_ZONE,NUM_SHOTS_ATTEMPTED,NUM_SHOTS_MADE,FG_pctg
137,202681,3.0,132,65,0.49242424242424243
138,202681,4.0,29,17,0.5862068965517241
139,202681,5.0,36,16,0.4444444444444444
140,202681,6.0,31,18,0.5806451612903226
141,202681,7.0,51,22,0.43137254901960786
142,202681,8.0,37,15,0.40540540540540543
143,202681,9.0,45,18,0.4
144,202681,10.0,127,50,0.3937007874015748
145,202681,11.0,70,23,0.32857142857142857
146,202681,12.0,146,66,0.4520547945205479
147,202681,13.0,51,20,0.39215686274509803
148,202682,0.0,43,28,0.6511627906976745
149,202682,1.0,2,0,0.0
150,202682,2.0,4,2,0.5
151,202682,3.0,1,0,0.0
152,202682,4.0,2,1,0.5
153,202682,5.0,1,1,1.0
154,202682,7.0,1,1,1.0
155,202682,8.0,1,0,0.0
156,202682,9.0,11,2,0.18181818181818182
157,202682,10.0,11,7,0.6363636363636364
158,202682,11.0,3,1,0.3333333333333333
159,202682,12.0,14,4,0.2857142857142857
160,202682,13.0,13,7,0.5384615384615384
161,202684,0.0,408,251,0.6151960784313726
162,202684,1.0,12,4,0.3333333333333333
163,202684,2.0,5,2,0.4
164,202684,3.0,6,4,0.6666666666666666
165,202684,4.0,1,0,0.0
166,202684,8.0,2,1,0.5
167,202684,10.0,1,0,0.0
168,202684,11.0,1,0,0.0
169,202684,12.0,1,0,0.0
170,202697,0.0,92,48,0.5217391304347826
171,202697,1.0,26,11,0.4230769230769231
172,202697,2.0,10,4,0.4
173,202697,3.0,15,6,0.4
174,202697,4.0,8,2,0.25
175,202697,5.0,15,5,0.3333333333333333
176,202697,6.0,19,7,0.3684210526315789
177,202697,7.0,28,16,0.5714285714285714
178,202697,8.0,15,8,0.5333333333333333
179,202697,9.0,56,27,0.48214285714285715
180,202697,10.0,58,24,0.41379310344827586
181,202697,11.0,19,9,0.47368421052631576
182,202697,12.0,70,16,0.22857142857142856
183,202697,13.0,57,17,0.2982456140350877
184,202732,0.0,71,32,0.4507042253521127
185,202732,1.0,3,0,0.0
186,202732,2.0,1,0,0.0
187,202732,3.0,2,0,0.0
188,202732,4.0,1,0,0.0
189,202732,5.0,4,0,0.0
190,202732,6.0,4,0,0.0
191,202732,7.0,2,1,0.5
192,202732,8.0,3,2,0.6666666666666666
193,202732,9.0,14,6,0.42857142857142855
194,202732,10.0,1,0,0.0
195,202732,11.0,7,2,0.2857142857142857
196,202732,12.0,9,2,0.2222222222222222
197,202732,13.0,14,7,0.5
198,203895,0.0,57,23,0.40350877192982454
199,203895,1.0,12,3,0.25
200,203895,2.0,2,0,0.0
201,203895,3.0,10,3,0.3
202,203895,4.0,3,1,0.3333333333333333
203,203895,5.0,6,5,0.8333333333333334
204,203895,6.0,3,1,0.3333333333333333
205,203895,7.0,5,4,0.8
206,203895,8.0,1,0,0.0
207,203895,9.0,14,7,0.5
208,203895,10.0,11,4,0.36363636363636365
209,203895,11.0,7,3,0.42857142857142855
210,203895,12.0,12,2,0.16666666666666666
211,203895,13.0,7,2,0.2857142857142857
212,204002,0.0,4,3,0.75
213,1627770,0.0,69,28,0.4057971014492754
214,1627770,1.0,11,3,0.2727272727272727
215,1627770,2.0,6,3,0.5
216,1627770,3.0,11,5,0.45454545454545453
217,1627770,4.0,1,1,1.0
218,1627770,5.0,8,3,0.375
219,1627770,6.0,7,2,0.2857142857142857
220,1627770,7.0,19,8,0.42105263157894735
221,1627770,8.0,4,2,0.5
222,1627770,9.0,4,2,0.5
223,1627770,10.0,5,2,0.4
224,1627770,11.0,6,1,0.16666666666666666
225,1627770,12.0,4,1,0.25
226,1627770,13.0,3,1,0.3333333333333333
