,PLAYER_ID,SHOT_ZONE,NUM_SHOTS_ATTEMPTED,NUM_SHOTS_MADE,FG_pctg,ppp
0,101123,0.0,55,29,0.5272727272727272,1.0545454545454545
1,101123,1.0,15,6,0.4,0.8
2,101123,2.0,12,7,0.5833333333333334,1.1666666666666667
3,101123,3.0,12,4,0.3333333333333333,0.6666666666666666
4,101123,4.0,1,0,0.0,0.0
5,101123,5.0,5,3,0.6,1.2
6,101123,6.0,11,3,0.2727272727272727,0.5454545454545454
7,101123,7.0,5,3,0.6,1.2
8,101123,8.0,5,1,0.2,0.4
9,101123,9.0,18,5,0.2777777777777778,0.8333333333333334
10,101123,10.0,36,13,0.3611111111111111,1.0833333333333333
11,101123,11.0,12,3,0.25,0.75
12,101123,12.0,31,12,0.3870967741935484,1.161290322580645
13,101123,13.0,14,6,0.42857142857142855,1.2857142857142856
14,101161,0.0,285,178,0.624561403508772,1.249122807017544
15,101161,1.0,1,0,0.0,0.0
16,101161,2.0,9,4,0.4444444444444444,0.8888888888888888
17,101161,3.0,4,2,0.5,1.0
18,101161,5.0,1,0,0.0,0.0
19,101161,6.0,4,2,0.5,1.0
20,101161,9.0,7,2,0.2857142857142857,0.8571428571428571
21,101161,10.0,13,5,0.38461538461538464,1.153846153846154
22,101161,11.0,18,5,0.2777777777777778,0.8333333333333334
23,101161,12.0,14,10,0.7142857142857143,2.142857142857143
24,101161,13.0,14,5,0.35714285714285715,1.0714285714285714
25,201143,0.0,326,193,0.5920245398773006,1.1840490797546013
26,201143,1.0,41,12,0.2926829268292683,0.5853658536585366
27,201143,2.0,27,13,0.48148148148148145,0.9629629629629629
28,201143,3.0,70,30,0.42857142857142855,0.8571428571428571
29,201143,4.0,10,7,0.7,1.4
30,201143,5.0,18,10,0.5555555555555556,1.1111111111111112
31,201143,6.0,31,13,0.41935483870967744,0.8387096774193549
32,201143,7.0,24,10,0.4166666666666667,0.8333333333333334
33,201143,8.0,12,5,0.4166666666666667,0.8333333333333334
34,201143,9.0,9,3,0.3333333333333333,1.0
35,201143,10.0,50,17,0.34,1.02
36,201143,11.0,98,33,0.336734693877551,1.010204081632653
37,201143,12.0,56,22,0.39285714285714285,1.1785714285714286
38,201143,13.0,29,11,0.3793103448275862,1.1379310344827585
39,201973,0.0,105,57,0.5428571428571428,1.0857142857142856
40,201973,1.0,2,0,0.0,0.0
41,201973,2.0,4,0,0.0,0.0
42,201973,3.0,6,3,0.5,1.0
43,201973,4.0,4,1,0.25,0.5
44,201973,5.0,2,1,0.5,1.0
45,201973,6.0,6,5,0.8333333333333334,1.6666666666666667
46,201973,7.0,2,2,1.0,2.0
47,201973,8.0,1,0,0.0,0.0
48,201973,9.0,22,9,0.4090909090909091,1.2272727272727273
49,201973,10.0,31,13,0.41935483870967744,1.2580645161290323
50,201973,11.0,17,5,0.29411764705882354,0.8823529411764706
51,201973,12.0,26,8,0.3076923076923077,0.9230769230769231
52,201973,13.0,34,10,0.29411764705882354,0.8823529411764706
53,202340,0.0,266,151,0.5676691729323309,1.1353383458646618
54,202340,1.0,21,11,0.5238095238095238,1.0476190476190477
55,202340,2.0,25,11,0.44,0.88
56,202340,3.0,18,9,0.5,1.0
57,202340,4.0,15,4,0.26666666666666666,0.5333333333333333
58,202340,5.0,48,23,0.4791666666666667,0.9583333333333334
59,202340,6.0,51,20,0.39215686274509803,0.7843137254901961
60,202340,7.0,40,19,0.475,0.95
61,202340,8.0,14,3,0.21428571428571427,0.42857142857142855
62,202340,9.0,57,20,0.3508771929824561,1.0526315789473684
63,202340,10.0,95,31,0.3263157894736842,0.9789473684210527
64,202340,11.0,47,23,0.48936170212765956,1.4680851063829787
65,202340,12.0,50,20,0.4,1.2000000000000002
66,202340,13.0,28,14,0.5,1.5
67,202738,0.0,630,337,0.5349206349206349,1.0698412698412698
68,202738,1.0,34,18,0.5294117647058824,1.0588235294117647
69,202738,2.0,42,22,0.5238095238095238,1.0476190476190477
70,202738,3.0,35,14,0.4,0.8
71,202738,4.0,5,2,0.4,0.8
72,202738,5.0,21,12,0.5714285714285714,1.1428571428571428
73,202738,6.0,26,12,0.46153846153846156,0.9230769230769231
74,202738,7.0,21,13,0.6190476190476191,1.2380952380952381
75,202738,8.0,13,7,0.5384615384615384,1.0769230769230769
76,202738,9.0,29,7,0.2413793103448276,0.7241379310344828
77,202738,10.0,136,47,0.34558823529411764,1.0367647058823528
78,202738,11.0,158,58,0.3670886075949367,1.1012658227848102
79,202738,12.0,264,103,0.39015151515151514,1.1704545454545454
80,202738,13.0,59,30,0.5084745762711864,1.5254237288135593
81,203092,0.0,108,61,0.5648148148148148,1.1296296296296295
82,203092,1.0,2,0,0.0,0.0
83,203092,2.0,1,0,0.0,0.0
84,203092,3.0,3,0,0.0,0.0
85,203092,4.0,1,1,1.0,2.0
86,203092,5.0,8,3,0.375,0.75
87,203092,6.0,19,9,0.47368421052631576,0.9473684210526315
88,203092,7.0,13,4,0.3076923076923077,0.6153846153846154
89,203092,8.0,2,0,0.0,0.0
90,203092,11.0,1,0,0.0,0.0
91,203109,0.0,179,122,0.6815642458100558,1.3631284916201116
92,203109,1.0,13,8,0.6153846153846154,1.2307692307692308
93,203109,2.0,4,2,0.5,1.0
94,203109,3.0,17,4,0.23529411764705882,0.47058823529411764
95,203109,4.0,20,5,0.25,0.5
96,203109,5.0,15,7,0.4666666666666667,0.9333333333333333
97,203109,6.0,19,5,0.2631578947368421,0.5263157894736842
98,203109,7.0,37,16,0.43243243243243246,0.8648648648648649
