"NBA_ID","SS_ID"
203994,"ff42622b-89ef-11e6-9088-a45e60e298d3"
204020,"ff418d82-89ef-11e6-bcb6-a45e60e298d3"
204022,"ff423875-89ef-11e6-afc0-a45e60e298d3"
204025,"ff42d5cc-89ef-11e6-8c4e-a45e60e298d3"
204028,"ff414c70-89ef-11e6-80db-a45e60e298d3"
204037,"ff41b854-89ef-11e6-ac33-a45e60e298d3"
204060,"ff41bb38-89ef-11e6-8b06-a45e60e298d3"
204065,"ff403cf3-89ef-11e6-afaa-a45e60e298d3"
204456,"ff426428-89ef-11e6-b95c-a45e60e298d3"
1626145,"ff42d797-89ef-11e6-8be0-a45e60e298d3"
1626147,"ff4233d9-89ef-11e6-a605-a45e60e298d3"
1626153,"ff426df8-89ef-11e6-b96e-a45e60e298d3"
1626154,"ff418f97-89ef-11e6-8fcb-a45e60e298d3"
1626157,"ff417a73-89ef-11e6-a33e-a45e60e298d3"
1626158,"ff4271de-89ef-11e6-83dc-a45e60e298d3"
1626159,"ff42223a-89ef-11e6-a5db-a45e60e298d3"
1626162,"ff425a5c-89ef-11e6-85ff-a45e60e298d3"
1626167,"ff41bc78-89ef-11e6-a5bf-a45e60e298d3"
1626172,"ff4170c2-89ef-11e6-83e1-a45e60e298d3"
1626177,"6f5aec37-b33a-49c7-b511-7ca701082d31"
1626179,"ff4108b5-89ef-11e6-8854-a45e60e298d3"
1626181,"ff402585-89ef-11e6-9600-a45e60e298d3"
1626188,"99b3b692-9d0b-4671-b79b-7d0347529e49"
1626191,"ff42c257-89ef-11e6-a7ac-a45e60e298d3"
1626192,"ff402c6e-89ef-11e6-9ffa-a45e60e298d3"
1626196,"ff421202-89ef-11e6-aef1-a45e60e298d3"
1626199,"ff427cb3-89ef-11e6-b315-a45e60e298d3"
1626202,"ff41fe7a-89ef-11e6-8257-a45e60e298d3"
1626204,"ff410bab-89ef-11e6-856b-a45e60e298d3"
1626220,"b737be07-9b70-42c2-8ab4-41c14ae7c288"
1626224,"0e831dbf-a607-441b-9309-7c01309cbc06"
1626242,"ff41ada1-89ef-11e6-afb2-a45e60e298d3"
1626259,"c321279e-c54c-4ae6-901d-ab13719235a4"
1627215,"f4fcb66a-2569-49f8-b8d2-c14de5025e4b"
1627732,"39109a9f-6683-4aab-984e-34e0bbf6309b"
1627734,"800c3b36-c941-4605-ae99-9ce2b60edbdf"
1627735,"c838e1b3-6a22-4873-9034-56b925434015"
1627745,"ff42a38f-89ef-11e6-bb34-a45e60e298d3"
1627748,"a431a70a-8e7e-48f3-bc85-a21fd0e7918b"
1627749,"ff42a38f-89ef-11e6-bb37-a45e60e298d3"
1627751,"ca6b7e96-9060-4d5a-8bef-1a8b6ab230ec"
1627753,"8b93f72d-9d00-4cf9-9e93-9d085b6da0a4"
1627759,"a6904c1c-0dc5-41c8-a618-b3a276131726"
1627763,"6d399776-0a8b-4a5e-8e08-169436625746"
1627767,"a6c829d1-1537-48bb-9445-733445a8696c"
1627770,"eb2b5a57-e803-49e0-b13e-b564e6c663de"
1627772,"e6dfd6e6-1c65-491c-8e20-38a87944e0cd"
1627774,"ff42a38f-89ef-11e6-bb06-a45e60e298d3"
1627775,"ff42a38f-89ef-11e6-bb23-a45e60e298d3"
1627778,"f42d93ab-61af-41d7-b053-5076128d65c9"
1627780,"a53f4c58-d55e-4571-a980-808bdd874241"
1627781,"5ab17cd0-883b-4757-a355-19c220fc5024"
1627783,"3ebb6711-5a0a-4810-922a-9ac3826ad193"
1627784,"20b931df-e58e-42ac-aa5a-9ce1f899c5cb"
1627788,"780a1ea9-9790-4850-9781-3edebdf86be0"
1627790,"a98836e1-43d1-490d-a08a-790a9adc0954"
1627824,"0ea87df3-a106-434c-a42d-60d1c22eed54"
1627832,"4740d4bd-1b18-4cb3-896f-d6472b01fdea"
1627846,"478b2745-bc72-4fb1-8204-c1ba5b5b6d0c"
1627849,"a57f2a5f-436d-4993-bbbe-509169f71624"
1627854,"ff42a38f-89ef-11e6-bb39-a45e60e298d3"
1627856,"a34a79aa-1859-43d1-ac2c-e5384d27c0ac"
1627866,"7d3ad3c0-dbe3-479c-8089-4427ebe16445"
1627875,"6bb84bdc-2c71-45ea-a43e-881dfe5b0c8d"
1627883,"4a95a491-e927-488c-b4de-189396d402ce"
1627936,"1cb88acb-4620-4eca-b266-8f1122c23102"
1628035,"59da7265-5163-4037-beaf-ddf3b79b6ddc"
1628365,"1114f266-df53-4313-b425-0021dd87864b"
1628369,"986b713a-b20b-4eb0-919e-c859d0508af7"
1628378,"aff7b0a9-36f0-40e8-9150-27cb54d537b5"
1628380,"e80fe1d3-0b98-4c13-b6e5-da024cc77ae5"
1628384,"4603eded-4510-46ea-bd45-33456d037024"
1628387,"83884794-ed4f-49ad-9855-2f3a7dcd77c8"
1628388,"0c8ab521-8c02-4886-9238-f758c02fdd1f"
1628389,"61fc6b15-5ce2-4613-a67b-f15bada3aa57"
1628390,"54bca28f-aac1-432d-b7c6-988715414ebc"
1628395,"07a35d50-2dd1-4476-a9ac-b6e7154ce069"
1628396,"dc94048f-3eaf-4759-87fb-dae2b3a672b2"
1628400,"7596c5b8-17ee-4dc9-808f-58edb17b7f97"
1628401,"297a0fda-0a03-4003-bf39-aa92b7a730ff"
1628403,"797483e4-c081-4c45-8fbc-e0252c14c51a"
1628408,"af20602f-3c2d-4174-a0d6-ec34d6f97c40"
1628410,"4fa146fa-26ed-4aa7-8906-674d29d731ce"
1628418,"14bd79e9-4e2e-4f94-aea7-473843776936"
1628420,"c1eca9c0-9e1d-4215-9e2b-3ef3a9d9312b"
1628421,"1444fc42-0532-4394-b486-4e11988adb2c"
1628422,"fe51870c-6d99-487a-a94a-6d28c0751aa4"
1628425,"3f8dbaed-6ff0-413e-9d91-71ad1dcfe7aa"
1628436,"b398ebec-fd8f-4809-825b-5cacd8742ac5"
1628439,"5a40b6df-79e3-45f8-b95b-ecf7f9c5930e"
1628452,"9d97d584-c241-485d-9bc0-a9dca7f7006f"
1628463,"1a48a8c0-5697-40ac-9344-585b56afa029"
1628500,"c73e6003-8fb6-4c09-ac86-2c642d57f832"
1628504,"5b4b20b7-40c7-4cae-bb35-e1fd15c56ee6"
1628510,"15e25b7c-4313-4fa1-b2e0-ae7fbfdf6299"
1628512,"415a14ac-f03a-45d8-af23-6fa5a9d0ed5f"
1628935,"0c651ced-7b99-4c09-86e6-3a0f31162676"
