,wallClock,gameClock,period,TOUCH player,away_players,home_players,ball,shortest_dist,team
198,1495069413240,656.39,2,ff41e502-89ef-11e6-9ee1-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [64.1, 413.7]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [-160.5, 149.5]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [139.1, 333.6]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [93.4, 46.80000000000001]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [221.6, 157.60000000000002]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [66.2, 75.90000000000003]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [152.20000000000002, 96.30000000000001]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [18.799999999999997, 206.5]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [121.1, 247.89999999999998]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [-151.0, 113.89999999999998]}]","{'xyz': [212.89999999999998, 193.5]}",92.59616622733363,0
199,1495069414480,655.15,2,ff423566-89ef-11e6-a568-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [32.0, 314.3]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [-18.3, 98.5]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [23.5, 240.79999999999998]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [65.0, 64.79999999999995]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [208.4, 184.8]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [96.4, 62.89999999999998]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [172.5, 148.89999999999998]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [35.5, 211.8]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [35.2, 186.8]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [-32.7, 83.29999999999995]}]","{'xyz': [49.900000000000006, 287.9]}",102.55973868921468,0
200,1495069415241,654.39,2,ff42ef1c-89ef-11e6-aed4-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [11.899999999999999, 287.5]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [48.9, 68.5]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [-63.3, 250.6]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [3.0, 121.39999999999998]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [206.29999999999998, 153.8]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [59.0, 80.20000000000005]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [173.4, 127.39999999999998]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [21.9, 247.3]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [-35.5, 182.0]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [26.299999999999997, 58.69999999999999]}]","{'xyz': [-33.8, 271.1]}",74.01891650112152,0
201,1495069420521,649.13,2,ff423566-89ef-11e6-a568-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [-15.700000000000001, 254.8]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [169.4, 242.8]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [-229.7, 59.200000000000045]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [-66.5, 61.30000000000001]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [231.5, 32.19999999999999]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [-215.39999999999998, 48.400000000000034]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [52.9, 11.399999999999977]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [-10.4, 163.39999999999998]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [-69.7, 65.69999999999999]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [134.8, 191.29999999999998]}]","{'xyz': [-49.6, 239.3]}",91.55353625065504,0
202,1495069421961,647.69,2,ff41d370-89ef-11e6-a419-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [-38.9, 248.9]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [171.9, 269.4]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [-225.9, 101.59999999999997]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [7.1, 59.5]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [230.5, 47.80000000000001]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [-175.9, 78.0]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [109.0, 43.80000000000001]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [-18.1, 200.9]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [11.7, 72.70000000000005]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [121.89999999999999, 189.89999999999998]}]","{'xyz': [130.8, 266.3]}",93.91618603840342,0
203,1495069423201,646.45,2,ff42aecf-89ef-11e6-8cb8-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [-42.599999999999994, 248.0]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [178.2, 263.7]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [-207.2, 142.60000000000002]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [86.89999999999999, 67.19999999999999]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [228.5, 47.700000000000045]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [-107.30000000000001, 82.40000000000003]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [188.5, 42.19999999999999]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [-29.8, 188.1]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [77.5, 58.400000000000034]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [144.8, 222.89999999999998]}]","{'xyz': [110.19999999999999, 89.30000000000001]}",12.876334882255861,0
204,1495069426681,642.98,2,ff413f45-89ef-11e6-94c9-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [-36.0, 263.4]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [153.3, 254.4]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [-188.4, 179.7]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [-17.0, -16.0]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [207.39999999999998, 69.0]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [-84.2, 75.0]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [7.5, -4.5]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [-12.1, 76.19999999999999]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [1.5, 13.0]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [121.6, 192.5]}]","{'xyz': [0.0, 1.5]}",27.064737205448715,1
205,1495069428281,641.39,2,ff4213a6-89ef-11e6-89ce-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [-15.899999999999999, 337.6]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [129.8, 409.9]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [-101.7, 319.1]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [-115.19999999999999, 138.7]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [91.7, 119.20000000000005]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [-81.19999999999999, 155.0]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [-3.5999999999999996, -46.700000000000045]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [61.2, 63.400000000000034]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [47.400000000000006, 53.19999999999999]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [170.10000000000002, 237.5]}]","{'xyz': [52.5, 26.5]}",63.59158749394452,1
206,1495069436921,632.77,2,ff413f45-89ef-11e6-94c9-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [-150.7, 40.39999999999998]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [-63.0, 238.70000000000002]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [62.699999999999996, 99.60000000000002]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [-59.6, 52.19999999999999]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [110.39999999999999, 236.0]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [-91.7, 56.80000000000001]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [170.6, 292.0]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [-99.80000000000001, 315.1]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [61.1, 117.19999999999999]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [-238.4, 32.89999999999998]}]","{'xyz': [143.0, 311.8]}",82.21946241614573,1
207,1495069438760,630.93,2,ff411907-89ef-11e6-9c68-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [-117.10000000000001, 52.299999999999955]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [-63.3, 183.29999999999998]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [151.3, 74.90000000000003]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [-57.0, 48.89999999999998]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [127.6, 200.7]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [-94.7, 66.30000000000001]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [169.3, 272.7]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [-103.10000000000001, 264.70000000000005]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [147.5, 90.20000000000005]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [-232.2, 23.600000000000023]}]","{'xyz': [176.0, 117.89999999999998]}",15.764834283937159,1
208,1495069484358,627.0,2,ff41e502-89ef-11e6-9ee1-a45e60e298d3,"[{'playerId': 'ff423566-89ef-11e6-a568-a45e60e298d3', 'xyz': [-23.0, 46.599999999999966]}, {'playerId': 'ff41d370-89ef-11e6-a419-a45e60e298d3', 'xyz': [66.10000000000001, 176.9]}, {'playerId': 'ff42ef1c-89ef-11e6-aed4-a45e60e298d3', 'xyz': [-198.70000000000002, 101.30000000000001]}, {'playerId': 'ff42aecf-89ef-11e6-8cb8-a45e60e298d3', 'xyz': [25.4, 18.5]}, {'playerId': 'ff41e502-89ef-11e6-9ee1-a45e60e298d3', 'xyz': [-33.0, 8.899999999999977]}]","[{'playerId': 'ff427c2e-89ef-11e6-8d2a-a45e60e298d3', 'xyz': [50.9, 113.80000000000001]}, {'playerId': 'ff413f45-89ef-11e6-94c9-a45e60e298d3', 'xyz': [-43.6, 353.6]}, {'playerId': 'ff4213a6-89ef-11e6-89ce-a45e60e298d3', 'xyz': [-56.8, 311.0]}, {'playerId': 'ff411907-89ef-11e6-9c68-a45e60e298d3', 'xyz': [3.9000000000000004, 171.29999999999998]}, {'playerId': 'a6904c1c-0dc5-41c8-a618-b3a276131726', 'xyz': [-23.799999999999997, 76.89999999999998]}]","{'xyz': [-59.2, -1.8000000000000114]}",68.61953074744828,0
